"","season","gender","category","first_cycling_race_id","race_name","race_nationality","uci_race_classification","stage_race_boolean","start_date","end_date","stage_number","distance","route","stage_profile_category_mapping_eng","race_tags"
"1471",2024,"men","Road",938,"Tour of Mersin","TR","2.2","Stage Race","2024/04/04","2024/04/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"1472",2024,"men","Road",938,"Tour of Mersin","TR","2.2","Stage Race","2024/04/04","2024/04/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1473",2024,"men","Road",938,"Tour of Mersin","TR","2.2","Stage Race","2024/04/04","2024/04/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1474",2024,"men","Road",22001,"Jamaica International Cycling Classic","JM","2.2","Stage Race","2024/04/05","2024/04/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1475",2024,"men","Road",22001,"Jamaica International Cycling Classic","JM","2.2","Stage Race","2024/04/05","2024/04/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1476",2024,"men","Road",22001,"Jamaica International Cycling Classic","JM","2.2","Stage Race","2024/04/05","2024/04/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"1477",2024,"men","Road",22001,"Jamaica International Cycling Classic","JM","2.2","Stage Race","2024/04/05","2024/04/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1478",2024,"men","Road",22001,"Jamaica International Cycling Classic","JM","2.2","Stage Race","2024/04/05","2024/04/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1479",2024,"men","Road",22002,"Tour of Thessaly","GR","2.2","Stage Race","2024/04/05","2024/04/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1480",2024,"men","Road",22002,"Tour of Thessaly","GR","2.2","Stage Race","2024/04/05","2024/04/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1481",2024,"men","Road",22002,"Tour of Thessaly","GR","2.2","Stage Race","2024/04/05","2024/04/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"1482",2024,"men","Road",22002,"Tour of Thessaly","GR","2.2","Stage Race","2024/04/05","2024/04/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1483",2024,"men","Road",22002,"Tour of Thessaly","GR","2.2","Stage Race","2024/04/05","2024/04/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1484",2024,"men","Road",108,"Giro Reggio Calabria","IT","1.1","One Day","2024/04/07","2024/04/07","GC","","","Hilly","            "
"1485",2024,"men","Road",41,"Paris - Roubaix Espoirs","FR","1.2U","One Day","2024/04/07","2024/04/07","GC","","","Cobbles","            "
"1486",2024,"men","Road",8,"Paris-Roubaix","FR","1.UWT","One Day","2024/04/07","2024/04/07","GC","","","Cobbles","Monument World Tour Big7  Cobbled Classic        "
"1487",2024,"men","Road",297,"Trofeo PIVA","IT","1.2U","One Day","2024/04/07","2024/04/07","GC","","","Hilly","            "
"1488",2024,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2024/04/09","2024/04/12","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1489",2024,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2024/04/09","2024/04/12","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1490",2024,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2024/04/09","2024/04/12","03","19.4","Plouay-Plouay","Flat ITT","            "
"1491",2024,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2024/04/09","2024/04/12","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1492",2024,"men","Road",11248,"Giro di Sicilia","IT","2.1","Stage Race","2024/04/09","2024/04/12","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1493",2024,"men","Road",77,"Brabantse Pijl","BE","1.Pro","One Day","2024/04/10","2024/04/10","GC","","","Hilly","            "
"1494",2024,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2024/04/10","2024/04/14","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1495",2024,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2024/04/10","2024/04/14","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1496",2024,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2024/04/10","2024/04/14","03","19.4","Plouay-Plouay","Flat ITT","            "
"1497",2024,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2024/04/10","2024/04/14","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1498",2024,"men","Road",294,"Tour du Loir-et-Cher","FR","2.2","Stage Race","2024/04/10","2024/04/14","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1499",2024,"men","Road",17336,"Vuelta a Formosa Internacional","AR","2.2","Stage Race","2024/04/11","2024/04/14","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1500",2024,"men","Road",17336,"Vuelta a Formosa Internacional","AR","2.2","Stage Race","2024/04/11","2024/04/14","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1501",2024,"men","Road",17336,"Vuelta a Formosa Internacional","AR","2.2","Stage Race","2024/04/11","2024/04/14","03","19.4","Plouay-Plouay","Flat ITT","            "
"1502",2024,"men","Road",17336,"Vuelta a Formosa Internacional","AR","2.2","Stage Race","2024/04/11","2024/04/14","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1503",2024,"men","Road",17336,"Vuelta a Formosa Internacional","AR","2.2","Stage Race","2024/04/11","2024/04/14","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1504",2024,"men","Road",15075,"Classic Grand Besançon Doubs","FR","1.1","One Day","2024/04/12","2024/04/12","GC","","","Hilly","            "
"1505",2024,"men","Road",428,"Arno Wallaard Mem.","NL","1.2","One Day","2024/04/13","2024/04/13","GC","","","Flat","            "
"1506",2024,"men","Road",42,"LBL Espoirs","BE","1.2U","One Day","2024/04/13","2024/04/13","GC","","","Hilly","            "
"1507",2024,"men","Road",1285,"Tour du Jura","FR","1.1","One Day","2024/04/13","2024/04/13","GC","","","Hilly","            "
"1508",2024,"men","Road",9,"Amstel Gold Race","NL","1.UWT","One Day","2024/04/14","2024/04/14","GC","","","Hilly"," World Tour    Ardennes       "
"1509",2024,"men","Road",162,"Tour du Doubs","FR","1.1","One Day","2024/04/14","2024/04/14","GC","","","Hilly","            "
"1510",2024,"men","Road",318,"Tr. S. Vendemiano","IT","1.2U","One Day","2024/04/14","2024/04/14","GC","","","Hilly","            "
"1511",2024,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2024/04/15","2024/04/19","01","133.3","Egna-Cortina","Hilly","            "
"1512",2024,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2024/04/15","2024/04/19","02","189.1","Salorno-Stans","Hilly","            "
"1513",2024,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2024/04/15","2024/04/19","03","127","Schwaz-Schwaz","Hilly","            "
"1514",2024,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2024/04/15","2024/04/19","04","141.3","Laives-Borgo Valsugana","Mountain","            "
"1515",2024,"men","Road",62,"Tour of the Alps","IT","2.Pro","Stage Race","2024/04/15","2024/04/19","05","118.6","Levico Terme-Levico Terme","Mountain","            "
"1516",2024,"men","Road",10,"La Flèche Wallonne","BE","1.UWT","One Day","2024/04/17","2024/04/17","GC","","","Hilly MTF"," World Tour    Ardennes       "
"1517",2024,"men","Road",1115,"Tour de Tunisie","TN","2.2","Stage Race","2024/04/17","2024/04/21","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1518",2024,"men","Road",1115,"Tour de Tunisie","TN","2.2","Stage Race","2024/04/17","2024/04/21","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1519",2024,"men","Road",1115,"Tour de Tunisie","TN","2.2","Stage Race","2024/04/17","2024/04/21","03","19.4","Plouay-Plouay","Flat ITT","            "
"1520",2024,"men","Road",1115,"Tour de Tunisie","TN","2.2","Stage Race","2024/04/17","2024/04/21","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1521",2024,"men","Road",1115,"Tour de Tunisie","TN","2.2","Stage Race","2024/04/17","2024/04/21","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1522",2024,"men","Road",3999,"Gent - Wevelgem","BE","1.2U","One Day","2024/04/21","2024/04/21","GC","","","Cobbles","            "
"1523",2024,"men","Road",11,"Liege-Bastogne-Liege","BE","1.UWT","One Day","2024/04/21","2024/04/21","GC","","","Hilly","Monument World Tour Big7   Ardennes       "
"1524",2024,"men","Road",152,"Tour of Türkiye","TR","2.Pro","Stage Race","2024/04/21","2024/04/28","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1525",2024,"men","Road",152,"Tour of Türkiye","TR","2.Pro","Stage Race","2024/04/21","2024/04/28","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1526",2024,"men","Road",152,"Tour of Türkiye","TR","2.Pro","Stage Race","2024/04/21","2024/04/28","03","19.4","Plouay-Plouay","Flat ITT","            "
"1527",2024,"men","Road",152,"Tour of Türkiye","TR","2.Pro","Stage Race","2024/04/21","2024/04/28","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1528",2024,"men","Road",152,"Tour of Türkiye","TR","2.Pro","Stage Race","2024/04/21","2024/04/28","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1529",2024,"men","Road",12,"Tour de Romandie","CH","2.UWT","Stage Race","2024/04/23","2024/04/28","01","123.9","Kerlouan-Kerlouan","Flat"," World Tour           "
"1530",2024,"men","Road",12,"Tour de Romandie","CH","2.UWT","Stage Race","2024/04/23","2024/04/28","02","120.7","Plemet-Saint Meen-Le-Grand","Flat"," World Tour           "
"1531",2024,"men","Road",12,"Tour de Romandie","CH","2.UWT","Stage Race","2024/04/23","2024/04/28","03","19.4","Plouay-Plouay","Flat ITT"," World Tour           "
"1532",2024,"men","Road",12,"Tour de Romandie","CH","2.UWT","Stage Race","2024/04/23","2024/04/28","04","136.6","Mur de Bretagne-Kervignac","Hilly"," World Tour           "
"1533",2024,"men","Road",12,"Tour de Romandie","CH","2.UWT","Stage Race","2024/04/23","2024/04/28","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF"," World Tour           "
"1534",2024,"men","Road",239,"Tour of the Gila","US","2.2","Stage Race","2024/04/24","2024/04/28","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1535",2024,"men","Road",239,"Tour of the Gila","US","2.2","Stage Race","2024/04/24","2024/04/28","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1536",2024,"men","Road",239,"Tour of the Gila","US","2.2","Stage Race","2024/04/24","2024/04/28","03","19.4","Plouay-Plouay","Flat ITT","            "
"1537",2024,"men","Road",239,"Tour of the Gila","US","2.2","Stage Race","2024/04/24","2024/04/28","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1538",2024,"men","Road",239,"Tour of the Gila","US","2.2","Stage Race","2024/04/24","2024/04/28","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1539",2024,"men","Road",312,"GP Liberazione","IT","1.2U","One Day","2024/04/25","2024/04/25","GC","","","Flat","            "
"1540",2024,"men","Road",82,"Tour de Bretagne","FR","2.2","Stage Race","2024/04/25","2024/05/01","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1541",2024,"men","Road",82,"Tour de Bretagne","FR","2.2","Stage Race","2024/04/25","2024/05/01","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1542",2024,"men","Road",82,"Tour de Bretagne","FR","2.2","Stage Race","2024/04/25","2024/05/01","03","19.4","Plouay-Plouay","Flat ITT","            "
"1543",2024,"men","Road",82,"Tour de Bretagne","FR","2.2","Stage Race","2024/04/25","2024/05/01","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1544",2024,"men","Road",82,"Tour de Bretagne","FR","2.2","Stage Race","2024/04/25","2024/05/01","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1545",2024,"men","Road",153,"Vuelta a Asturias","ES","2.1","Stage Race","2024/04/26","2024/04/28","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1546",2024,"men","Road",153,"Vuelta a Asturias","ES","2.1","Stage Race","2024/04/26","2024/04/28","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1547",2024,"men","Road",153,"Vuelta a Asturias","ES","2.1","Stage Race","2024/04/26","2024/04/28","03","19.4","Plouay-Plouay","Flat ITT","            "
"1548",2024,"men","Road",153,"Vuelta a Asturias","ES","2.1","Stage Race","2024/04/26","2024/04/28","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1549",2024,"men","Road",153,"Vuelta a Asturias","ES","2.1","Stage Race","2024/04/26","2024/04/28","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1550",2024,"men","Road",7660,"Famenne Ardenne Classic","BE","1.1","One Day","2024/04/28","2024/04/28","GC","","","Hilly","            "
"1551",2024,"men","Road",521,"Rutland - Melton Classic","GB","1.2","One Day","2024/04/28","2024/04/28","GC","","","Hilly","            "
"1552",2024,"men","Road",314,"Carpathian Race","PL","2.2U","Stage Race","2024/04/30","2024/05/05","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1553",2024,"men","Road",314,"Carpathian Race","PL","2.2U","Stage Race","2024/04/30","2024/05/05","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1554",2024,"men","Road",314,"Carpathian Race","PL","2.2U","Stage Race","2024/04/30","2024/05/05","03","19.4","Plouay-Plouay","Flat ITT","            "
"1555",2024,"men","Road",314,"Carpathian Race","PL","2.2U","Stage Race","2024/04/30","2024/05/05","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1556",2024,"men","Road",314,"Carpathian Race","PL","2.2U","Stage Race","2024/04/30","2024/05/05","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1557",2024,"men","Road",6156,"Tour du Bénin","BJ","2.2","Stage Race","2024/04/30","2024/05/05","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1558",2024,"men","Road",6156,"Tour du Bénin","BJ","2.2","Stage Race","2024/04/30","2024/05/05","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1559",2024,"men","Road",6156,"Tour du Bénin","BJ","2.2","Stage Race","2024/04/30","2024/05/05","03","19.4","Plouay-Plouay","Flat ITT","            "
"1560",2024,"men","Road",6156,"Tour du Bénin","BJ","2.2","Stage Race","2024/04/30","2024/05/05","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1561",2024,"men","Road",6156,"Tour du Bénin","BJ","2.2","Stage Race","2024/04/30","2024/05/05","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1562",2024,"men","Road",35,"Eschborn-Frankfurt","DE","1.UWT","One Day","2024/05/01","2024/05/01","GC","","","Hilly"," World Tour           "
"1563",2024,"men","Road",252,"Eschborn-Frankfurt","DE","1.2U","One Day","2024/05/01","2024/05/01","GC","","","Hilly","            "
"1564",2024,"men","Road",1047,"GP Vorarlberg","AT","1.2","One Day","2024/05/01","2024/05/01","GC","","","Hilly","            "
"1565",2024,"men","Road",241,"Ronde de l'Isard","FR","2.2U","Stage Race","2024/05/01","2024/05/05","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1566",2024,"men","Road",241,"Ronde de l'Isard","FR","2.2U","Stage Race","2024/05/01","2024/05/05","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1567",2024,"men","Road",241,"Ronde de l'Isard","FR","2.2U","Stage Race","2024/05/01","2024/05/05","03","19.4","Plouay-Plouay","Flat ITT","            "
"1568",2024,"men","Road",241,"Ronde de l'Isard","FR","2.2U","Stage Race","2024/05/01","2024/05/05","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1569",2024,"men","Road",241,"Ronde de l'Isard","FR","2.2U","Stage Race","2024/05/01","2024/05/05","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1570",2024,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2024/05/01","2024/05/05","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1571",2024,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2024/05/01","2024/05/05","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1572",2024,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2024/05/01","2024/05/05","03","19.4","Plouay-Plouay","Flat ITT","            "
"1573",2024,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2024/05/01","2024/05/05","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1574",2024,"men","Road",17278,"Vuelta Bantrab","GT","2.2","Stage Race","2024/05/01","2024/05/05","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1575",2024,"men","Road",4008,"GP Beiras e Serra da Estrela","PT","2.2","Stage Race","2024/05/02","2024/05/05","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1576",2024,"men","Road",4008,"GP Beiras e Serra da Estrela","PT","2.2","Stage Race","2024/05/02","2024/05/05","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1577",2024,"men","Road",4008,"GP Beiras e Serra da Estrela","PT","2.2","Stage Race","2024/05/02","2024/05/05","03","19.4","Plouay-Plouay","Flat ITT","            "
"1578",2024,"men","Road",4008,"GP Beiras e Serra da Estrela","PT","2.2","Stage Race","2024/05/02","2024/05/05","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1579",2024,"men","Road",4008,"GP Beiras e Serra da Estrela","PT","2.2","Stage Race","2024/05/02","2024/05/05","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1580",2024,"men","Road",180,"GP de Plumelec-Morbihan","FR","1.Pro","One Day","2024/05/04","2024/05/04","GC","","","Hilly MTF","            "
"1581",2024,"men","Road",577,"Ronde van Overijssel","NL","1.2","One Day","2024/05/04","2024/05/04","GC","","","Flat","            "
"1582",2024,"men","Road",73,"Sundvolden GP","NO","1.2","One Day","2024/05/04","2024/05/04","GC","","","Hilly MTF","            "
"1583",2024,"men","Road",13,"Giro d'Italia","IT","2.UWT","Stage Race","2024/05/04","2024/05/26","03","165","Novara-Fossano","Flat"," World Tour  Grand Tour         "
"1584",2024,"men","Road",13,"Giro d'Italia","IT","2.UWT","Stage Race","2024/05/04","2024/05/26","04","187","Acqui Terme-Andora","Flat"," World Tour  Grand Tour         "
